Title,Total Cook Time,Prep Time,Cook Time,Recipe Servings,Difficulty,Ingredients,Image Link
Chicken Keema Matar Recipe,40 mins,20 mins,20 mins,2.0,Easy,"1 kg minced chicken, 1 1/2 cup green peas (frozen or thawed), 4 black cardamom, 2 bay leaves, 1/2 teaspoon black pepper, 1/2 teaspoon cumin seeds, 2 tablespoons ginger-garlic paste, 1 1/2 cup onions, finely chopped, 2 cups tomatoes, chopped, 1/2 cup yogurt, 1 teaspoon Kashmiri red chilli powder, 1 teaspoon coriander powder, 1 teaspoon garam masala, 2 tablespoon kasoori methi, 2 tablespoons meat masala, Ghee/oil (as per preference), Salt (as per taste preference)",https://c.ndtvimg.com/2024-01/b9u5lg9g_keema_625x300_22_January_24.jpg
Hyderabadi Pasinday Recipe,35 mins,15 mins,20 mins,2.0,Easy,"1/2 kg mutton, 4 tablespoons raw papaya paste, 2 tablespoons ginger-garlic paste, 2 onions, sliced, 1 cup yogurt, 4 tablespoons chironji seeds, 7-8 almonds, soaked, 7-8 cashews, soaked, 2 tablespoon mint leaves, chopped, 2 tablespoon coconut, grated, Oil (as per requirement), 3 green chillies, slit, Salt (as per taste levels), 1/2 teaspoon turmeric powder, 1 tablespoon red chilli powder, 1 tablespoon garam masala powder, 1 tablespoon lemon juice, Salt (as per taste), Water (as required)",https://c.ndtvimg.com/2023-12/efrl2jm8_chicken-curry_625x300_24_December_23.jpg
Air Fryer Cheesy Malai Broccoli Recipe,30 mins,15 mins,15 mins,2.0,Easy,"1 head broccoli (two small or 1 medium-sized), 1 cup malai (fresh cream), 1/2 cup grated cheese, 1 tablespoon ginger-garlic paste, 1 teaspoon black pepper, 1 tablespoon garam masala powder, 1/2 teaspoon red chilli powder, Salt (as per taste levels), 2 tablespoons lemon juice, Oil/Ghee/Butter, 1/4 cup spring onion, chopped (optional for garnish), Dry herbs (for garnish)",https://c.ndtvimg.com/2024-01/2910a3eo_cheesy-broccoli_625x300_23_January_24.jpg
Mexican Stuffed Bell Peppers Recipe,30 mins,15 mins,15 mins,4.0,Easy,"3-4 bell peppers, 1 tbsp oil, Pinch of salt, 1 cup cooked rice, 3/4 cup black beans, 1/2 cup chopped tomatoes, 1/2 cup chopped onions, 1 tsp red chilli powder, 1 tsp garlic powder, 1/2 tsp cumin, 1/4 cup mozzarella cheese, Coriander leaves, for garnish",https://i.ndtvimg.com/i/2016-04/marinated-bell-peppers_625x350_61460621298.jpg
Lehsuni Palak Recipe,20 mins,10 mins,10 mins,4.0,Easy,"1 large bowl of spinach, blanched and chopped, 1 tbsp ghee, 1/4 tsp cumin seeds, 2 tbsp chopped garlic, 1 small chopped onion, 1 tsp chopped green chilli, 2 whole dry red chillies, 1/4 tsp turmeric powder, 1/4 tsp chilli powder, Salt, to taste, Tadka, for garnish, 1 tbsp pure ghee, 1/2 tsp cumin seeds, 1 tsp sliced garlic, 1 whole dry red chilli, Sliced tomato",https://c.ndtvimg.com/2024-01/2htc51oo_palak_625x300_19_January_24.jpg
Jaisalmeri Malai Ghewar Recipe,1 hr 35 mins,20 mins,1 hr 15 mins,4.0,Easy,"For ghevar:, 250 gm flour, 1 tbsp gram flour, 60 gm pure ghee, 60 ml milk, 10-12 ice cubes, Chilled water, Ghee, for frying, For sugar syrup:, 250 gm sugar, 1/4 cup water, Pinch of saffron, 1 tsp lemon juice, For malai:, 1000 ml full fat milk, 3 tbsp sugar, 1 tsp cardamom powder, Few strands of saffron, For garnish:, 8-10 sliced pistachios, 8-10 sliced almonds, Silver vark, Saffron, for garnish",https://c.ndtvimg.com/2023-09/mv2sq0fg_ghevar_625x300_05_September_23.jpg
Keto Chilli Garlic Paneer Recipe,25 mins,15 mins,10 mins,4.0,Easy,"500 grams paneer, 2 tablespoons olive oil, 2 medium onions, chopped, 1 medium capsicum, chopped, 4 cloves garlic, chopped, 2 green chillies, finely chopped, 2 tablespoons ginger-garlic paste, ½ cup spring onion, chopped, 2 teaspoon soy sauce, 2 teaspoon vinegar, 2 tablespoons chilli sauce, Ginger slivers, Salt (as per taste levels), Black pepper (as per taste levels)",https://c.ndtvimg.com/2024-01/i06p6ba8_chilli-paneer_625x300_17_January_24.jpg
Crispy Chicken Tortilla Balls Recipe,30 mins,20 mins,10 mins,2.0,Easy,"150 g chicken thighs, minced (fine), 1 medium onion, peeled & finely chopped, 1 tsp full dairy cream, 2 tbsp white bread crumbs, Pinch of paprika powder, 1 egg white, Pinch of thyme, Salt, to taste, 3 crushed peppercorns, 2 tbsp mozzarella cheese, grated, 1 tortilla bread, cut into strips, Refined oil, for frying, Siracha sauce, for serving, Mustard mayonnaise, 1 small bowl French fries, Pinch of celery salt",https://c.ndtvimg.com/2024-01/hsvtn028_chicken_625x300_17_January_24.jpg
Sweet Pongal Recipe,25 mins,10 mins,15 mins,2.0,Easy,"100 gms raw rice, 50 gms grated jaggery, 25 gms yellow moong dal, 2 gms cardamom powder, 5 gms broken cashew nuts, 3 gms raisins, 10 gms ghee, 10 gms grated coconut, 300 ml water, for boiling",https://c.ndtvimg.com/2024-01/3fbd04b8_pongal_625x300_17_January_24.jpg
Murgh Zaffrani Shorba Recipe,1 hr 30 mins,10 mins,1 hr 20 mins,2.0,Easy,"500 gms chicken bones, 50 ml tomato puree, 50 gms coriander roots, 5 gms cinnamon sticks, 5 gms black cardamom, 5 gms green cardamom, 20 gms green chillies, 10 gms dry red chillies, 10 gms coriander leaves, 5 gms bay leaf, 10 gms black pepper, 25 gms ginger, 2 gms cloves, 5 gms mint, 80 gms mint, 50 ml ghee, 5 gms saffron, 50 gms garlic, 25 gms salt",https://c.ndtvimg.com/2024-01/jmrvq958_shorba_625x300_17_January_24.jpg
Ragi Soup Recipe,20 mins,10 mins,10 mins,2.0,Easy,"1 cup ragi flour (finger millet), 1 onion, finely chopped, ½ cup carrots, finely diced, ½ cup spinach, chopped, ½ cup beans, finely chopped, ½ cup peas, ½ grated cabbage, ½ cup sweet corn, 1-inch ginger, grated, 2 cloves garlic, minced, 4 cups water, 2 tablespoons lemon juice, Oil/ghee, Salt (as per taste levels), Crushed black pepper (as per taste levels), Coriander leaves, chopped (for garnish)",https://c.ndtvimg.com/2024-01/ktc63n28_ragi-soup_625x300_16_January_24.jpg
Air Fryer Tandoori Fish Tikka Recipe,30 mins,15 mins,15 mins,4.0,Easy,"500 grams boneless fish fillets, 1 cup yoghurt, whisked, ½ tablespoon ginger-garlic paste, 1 tablespoon red chilli powder, 1 tablespoon ground black pepper, 1 tablespoon turmeric powder, ½ tablespoon garam masala, 1 tablespoon dried fenugreek, Salt (as per taste levels), 1 small block of coal, Oil/ghee, Chaat masala, Chopped coriander leaves (for garnish), Lemon wedges (for garnish)",https://c.ndtvimg.com/2024-01/bkknr8hg_fish-tikka_625x300_16_January_24.jpg
Maharashtrian Peeth Perun Bhaji Recipe,20 mins,10 mins,10 mins,2.0,Easy,"3 green capsicum, finely chopped, 4 tablespoons besan (gram flour), 2 teaspoons mustard seeds, 1 teaspoon haldi (turmeric powder), A pinch of hing, 1 teaspoon red chilli powder, 1 ½ teaspoon sugar, Salt (as per taste levels), Oil/ghee, Water (as per need), Coriander leaves (optional)",https://c.ndtvimg.com/2024-01/h3ojj3c_sabzi_625x300_16_January_24.jpg
Cashew Egg Curry Recipe,30 mins,15 mins,15 mins,2.0,Easy,"4 large eggs, 1 cup cashews, soaked, 3 medium onions, finely chopped, 3 tomatoes, chopped, ½ cup whisked yoghurt, ½ cup cream, 2 tablespoons ginger-garlic paste, 1 ½ teaspoon cumin seeds, 1 teaspoon coriander powder, ½ teaspoon turmeric powder, 1 teaspoon red chilli powder (or as per taste levels), 1 teaspoon garam masala, Salt (as per taste levels), Oil or ghee, Coriander leaves, chopped (for garnish), Ginger slivers (for garnish)",https://c.ndtvimg.com/2023-03/8md0fv9o_egg-curry_625x300_15_March_23.jpg
Homemade Oregano Recipe,15 mins,10 mins,05 mins,2.0,Easy,"4 tbsp dried oregano, 1 1/2 tsp garlic powder, 1 tsp red chilli powder, 1 tsp black pepper powder, 1 tsp onion powder, Salt, to taste",https://c.ndtvimg.com/2024-01/52h169fo_oregano_625x300_13_January_24.jpg
Ganne Ke Rass Ki Kheer Recipe,20 mins,10 mins,10 mins,4.0,Easy,"1 litre sugarcane juice, 2-3 tbsp milk, 1/2 cup roasted peanuts, 1/2 cup dried cranberries, 150 gms soaked rice (15 mins)",https://c.ndtvimg.com/2024-01/0dg5f2eo_kheer_625x300_12_January_24.jpg
Jalebi Caviar Recipe,8 hrs 10 mins,8 hrs,10 mins,5.0,Easy,"1.5 cup all-purpose flour, 1/4 cup ghee, 1.5 cup sugar, 4-5 saffron strands, 1/2 tsp powdered green cardamom, 1/4 cup gram flour, 1/4 pinch baking soda, 1 cup sunflower oil, 2.5 cup water",https://c.ndtvimg.com/2024-01/a5lmu0qo_jalebi_625x300_11_January_24.jpg
Masoor Dal Soup Recipe,1 hr,40 mins,20 mins,2.0,Easy,"1 cup masoor dal, 1 onion, finely chopped, 1 carrot, diced, 1 ½ tablespoon tomato paste, 1 tablespoon cumin seeds, 1 ½ inch grated ginger, 1 teaspoon coriander powder, 1 teaspoon turmeric powder, 1 teaspoon red chilli powder, 4 cups of water, Ghee/oil (as per your preference), Salt (as per taste levels), Chopped coriander leaves (for garnish), Slivered ginger",https://c.ndtvimg.com/2023-08/j706ptn8_moong-dal-soup_625x300_13_August_23.jpg
Amla Dal Recipe,50 mins,30 mins,20 mins,2.0,Easy,"¾ cup Toor Dal, 3 washed Amlas (Indian gooseberries), 1 onion, finely chopped, 3 green chillies, 1 teaspoon turmeric, 2 cups water, Salt (as per taste), For tempering:, 2 amlas, finely chopped, 1 teaspoon mustard seeds, 1 teaspoon cumin seeds, 1 tablespoon red chilli powder, 2 cloves of garlic, 2 dry red chillies, ¼ teaspoon of hing, 6-7 curry leaves, Oil (as per need)",https://c.ndtvimg.com/2024-01/a0hficv_dal_625x300_09_January_24.jpg
Shepu Dal Recipe,40 mins,20 mins,20 mins,4.0,Easy,"2 cup toor dal, 3 cups of shepu, finely chopped, 2 medium-sized onions, finely chopped, 2 medium-sized tomatoes, finely chopped, 1 ½ teaspoon of ginger-garlic paste, 2 green chillies, chopped, 1 teaspoon turmeric powder, 1 teaspoon cumin seeds, 1 teaspoon mustard seeds, Hing, Red chilli powder (as per taste levels), 1 teaspoon of coriander powder, 1 teaspoon of garam masala powder, Salt (as per taste levels), Ghee (as per requirement)",https://c.ndtvimg.com/2023-05/9lf4vie_dhuli-masoor-dal_625x300_23_May_23.jpg
Tandoori Veg Kathi Roll Recipe,1 hr,30 mins,30 mins,2.0,Easy,"1 Cup Mixed vegetables, chopped, 1/2 cup Plain yoghurt, 1 1/2 tbsp Tandoori masala, 1 tsp Ginger-garlic paste, 1 tbsp Lemon Juice, to taste Salt, 2 tbsp Oil, 4 nos Whole wheat flour parathas, 1 large Onion, sliced, 1 nos Tomato, sliced, 3-4 nos Lettuce leaves, 3 tbsp Hot and Sour sauce",https://c.ndtvimg.com/2024-02/bbvgfbmg_kathi-rolls_625x300_12_February_24.jpg
Mini Lasagna Cups Recipe,1 hr,30 mins,30 mins,2.0,Easy,"10 Nos Lasagna noodles, 1 cup Tomato sauce, 1 cup Paneer, grated, 1 cup Mozzarella Cheese, shredded, 1 cup Mixed vegetables, finely chopped, 1 nos Medium onion, finely chopped, 2 nos Garlic cloves, sliced, 2 tbsp Dry herbs, to taste Salt, to taste Pepper, 4 tbsp Oil",https://c.ndtvimg.com/2024-02/8rp9itng_mini-lasagna_625x300_08_February_24.jpg
Pinwheel Aloo Paratha Recipe,25 mins,15 mins,10 mins,4.0,Easy,"1 cup atta, Water, as required, 2 boiled potatoes, 1 onion, chopped, 1 green chilli, chopped, 1/4 cup coriander leaves, chopped, 1/2 tsp garam masala, 1/2 tsp red chilli powder, 1/2 tsp coriander powder, 1/2 tsp cumin powder, A pinch of salt, Ghee, for frying",https://c.ndtvimg.com/2024-02/5te23jqo_paratha_625x300_07_February_24.jpg
Chocolate Thandai Panna Cotta Recipe,45 mins,30 mins,15 mins,2.0,Easy,"1 tsp  Black Peppercorn, 2 tbsp  Dry Rose Petals, 1/2 cup  Almonds, 2 tbsp  Fennel Seeds, 3 tbsp  Cashew Nuts, 1/4 tsp  Saffron, 2 tbsp  Castor Sugar, 2 tbsp  Poppy Seeds, 9 nos Green Cardamom, 1 cup  Soaked Agar, 1/4 cup  Cadbury Cocoa Powder, 1  Cadbury Dairy Milk Silk, 1/4 cup  Whipped Cream, 1 1/2 cup  Milk, 1/2 cup  Fresh Cream",https://c.ndtvimg.com/2023-07/mjhsphs8_thandai_625x300_05_July_23.jpg
Street-Style Spicy Aloo Chips Recipe,25 mins,10 mins,15 mins,4.0,Easy,"1 kg  Large potatoes, Water, as required, to taste Salt, Oil, for deep frying, to taste Black salt, 1/2 tsp  Red chilli powder",https://i.ndtvimg.com/i/2017-04/potato-chips_650x400_51492252648.jpg
Ragi Bread Pakwan Recipe,10 mins,05 mins,05 mins,2.0,Easy,"1/2 cup  Boiled potatoes, 1  Capsicum, 1  Carrot, 1  Cheese brick, 1 tsp  Oregano, 1 tsp  Chilli flakes, 1/2 cup  Oil, to taste Salt, Mint chutney",https://c.ndtvimg.com/2022-11/jf543jd8_bread-roll_625x300_22_November_22.jpg
Spinach Wrap Recipe,25 mins,15 mins,10 mins,2.0,Easy,"To make Spinach Bread:, 1 cup Spinach puree, 2 cups wheat flour, salt to taste, 2 tsp oil, To prepare the filling:, 250 g paneer, 2 onions, sliced, 1 medium bell pepper, sliced, 1 medium tomato, cut into pieces, Garlic, 2 green chillies, finely chopped, 1 tsp red pepper, 1 tsp coriander powder, salt to taste, 2 tbsp oil, juice of 1/2 lemon, 2 tbsp green chutney, 1 tbsp mayonnaise",https://c.ndtvimg.com/2022-11/9lk8iugg_palak-wrap_625x300_21_November_22.jpg
3-Ingredient Oreo Milkshake Recipe,10 mins,05 mins,05 mins,2.0,Easy,"1 cup  Milk, 2-3  Scoops of vanilla/chocolate ice cream, 10-12  Sandwich cookies",https://c.ndtvimg.com/2022-11/74g667s8_oreo_625x300_18_November_22.jpg
Mushroom Sandwich Recipe,20 mins,10 mins,10 mins,2.0,Easy,"250 gm  Mushroom, sliced, 1  Onion, diced, 1  Garlic clove, chopped, 1 tsp  Chilli flakes, 1 tsp  Oregano, to taste Salt, Oil, as required, 4  Bread slices, 1/4 cup  Mozzarella cheese, grated",https://c.ndtvimg.com/2022-10/s1ivkn4g_sandwich_625x300_28_October_22.jpg
X'mas Brownie Tree Recipe,20 mins,10 mins,10 mins,2.0,Medium,"Chocolate brownie, Whipped cream, Chocochips/ dry fruits/ sparkles",https://c.ndtvimg.com/2022-11/gk6t8k78_brownie_625x300_13_November_22.jpg
Melon X'mas Tree Recipe,20 mins,05 mins,15 mins,2.0,Easy,"Watermelon, Whipped cream, Choco-chips/dry fruits/sparkles",https://c.ndtvimg.com/2022-11/jd1usgu8_melon_625x300_13_November_22.jpg
Sexy Spinach Recipe,10 mins,05 mins,05 mins,1.0,Easy,"1/2 cup  Spinach, 1/2 cup  Green grapes, 1/2 cup  Cucumber, 1 cup  Water, 1/2 cup  Mint",https://c.ndtvimg.com/2022-11/0mn2d8so_smoothie_625x300_02_November_22.jpg
Hot Dog Recipe,20 mins,10 mins,10 mins,2.0,Easy,"2 pieces  Plant-based sausage, 2  Hot dog buns, 1/2 tsp  Butter, 100 gms  Shredded white cabbage –, 40 gms  Shredded purple cabbage –, 40 gms  Shredded carrot, 120 gms  Mayonnaise",https://c.ndtvimg.com/2022-10/jiuj6kh8_hot-dog_625x300_31_October_22.jpg
Vegan Palak Patta Chaat Recipe,40 mins,30 mins,10 mins,4.0,Easy,"400 g  Spinach leaves, 250 g  Gram flour, 25 g  Corn flour, 15 g  Crushed coriander seeds, 2.5 g  Carom seeds, 10 g  Turmeric powder, 7 g  Yellow chilli powder, 7 g  Chopped ginger, 10 g  Chopped green chilli, 15 g  Coriander powder, to taste Salt, Sunflower oil, for frying",https://c.ndtvimg.com/2022-10/slvsdqe_chaat_625x300_31_October_22.jpg
Keema Pav Recipe,30 mins,20 mins,10 mins,2.0,Intermediate,"250 gm  Plant-based mutton keema, 4  Pav buns, 80 ml  Oil, 2 gms  Cardamom, 2 gms  Cloves, 2 gms  Cinnamon, 30 gms  Green chillies, 150 gms  Onion, 80 gms  Tomatoes, 60 gms  Ginger-garlic paste, 6 gms  Turmeric powder, 15 gms  Chilli powder, 30 gms  Garam masala, 2-3 gms  Kasuri methi, Coriander leaves, to garnish, Lemon juice, to garnish, to taste Salt",https://c.ndtvimg.com/2022-10/eptbfqm8_keema-pav_625x300_31_October_22.jpg
Spiced Almond Banana Jaggery Cake Recipe,1 hr 05 mins,15 mins,50 mins,4.0,Easy,"1/2 cup  Butter, unsalted, 1/2 cup  Jaggery powder, 1 1/2 tsp  Cinnamon, ground, 1/4 tsp  Nutmeg, ground, 1/2 cup  Almonds, sliced, 3/4 cup  Sugar, 3  Eggs, large, 2 tsp  Orange zest, 1 1/4 cup  Banana, riped and mashed, 3 cups  All-purpose flour, 1 1/2 tsp  Baking powder, 1 tsp  Baking soda, 1/2 tsp  Salt, 2/3 cup  Buttermilk",https://c.ndtvimg.com/2022-10/ji3lsbng_cake_625x300_28_October_22.jpg
Paneer Tikka Sandwich Recipe,40 mins,30 mins,10 mins,2.0,Easy,"3/4 cup  Yogurt, 1 tsp  Red chilli powder, 1/4 tsp  Turmeric powder, 1/2 tsp  Coriander powder, 1/4 tsp  Cumin powder, 1/2 tsp  Garam masala, 1/2 tsp  Amchur, 1 tsp  Kasuri methi, 1 tsp  Ginger-garlic paste, 1/2 tsp  Salt, 1 cup  Paneer, 1/2  Onion, chopped, 1/2  Capsicum, chopped, 1  Tomato, chopped, 2 tbsp  Oil, Bread slices, 1 cup  Green chutney",https://c.ndtvimg.com/2022-10/s1ivkn4g_sandwich_625x300_28_October_22.jpg
Greek Honey Cake Recipe,55 mins,15 mins,40 mins,2.0,Easy,"100 ml  Honey, 50 ml  Water, 50 ml  Orange Juice, 60 gm  Sugar, 3  Eggs, 100 ml  Honey, 113 gm  Butter, 50 gm  Yogurt, 3 ml  Vanilla Essence, 3 ml  Almond Essence, 150 gm  Flour, 105 gm  Almond Flour, 10 gm  Orange Zest, 40 gm  Baking Powder",https://c.ndtvimg.com/2022-10/e183p3mo_cake_625x300_03_October_22.jpg
Cheddar Jalapeno Baked Samosa Recipe,35 mins,15 mins,20 mins,2.0,Easy,"4  Medium potatoes, 1/4 cup  Mint (packed), 1/2 cup  Mint (not packed), 1 inch  Ginger, peeled, 1/2 tsp  Fennel, 1 tsp  Whole coriander seeds, 1/2 tsp  Black salt, 1 1/2 tsp  Cumin coriander blend, 1 tsp  Kasuri methi, 1 1/2 tsp  Amchoor (mango powder), 1/2 tsp  Garlic, 2  Jalapenos, 1/2  Jalapeno, chopped into small pieces and deseeded, 1 1/2 tbsp  Oil, 1/2 cup  Cheddar cheese, shredded, 2 sheets  Puff pastry, defrosted, 1/4 cup  Heavy cream",https://c.ndtvimg.com/2022-09/lpcnb0g8_samosa_625x300_29_September_22.jpg
Egg French Fries Recipe,20 mins,10 mins,10 mins,2.0,Easy,"4  Potatoes, 3  Eggs, 1/2 cup  All Purpose Flour, 1/2 cup  Rice Flour, to taste Salt, to taste Red Chilli Powder, to taste Oregano",https://c.ndtvimg.com/2022-09/82h62aeg_french-fries_625x300_28_September_22.jpg
Navratra Pineapple Cookies Recipe,30 mins,10 mins,20 mins,2.0,Easy,"425 gms  Butter (unsalted), 230 gms  Sugar, 550 gms  Kuttu Atta, 100 gms  Candied Pineapple (chopped)",https://c.ndtvimg.com/2022-09/h3sfmrs8_cookie_625x300_28_September_22.jpg
Navratra Jeera Cookies Recipe,30 mins,10 mins,20 mins,2.0,Easy,"425 gms  Butter (unsalted), 230 gms  Sugar, 550 gms  Kuttu Atta, 5 gms  Salt (sendha), 5 gms  Cumin Seeds",https://c.ndtvimg.com/2022-09/u797vsv8_cookie_625x300_28_September_22.jpg
Tandoori Chicken Nugget Recipe,20 mins,10 mins,10 mins,2.0,Easy,"500 gm  Boneless chicken or chicken mince, For marination:, 1 tbsp  Kashmiri red chili powder, 2 tsp  Salt, 1 tsp  Coriander powder, 1/2 tsp  Turmeric powder, 1 tsp  Roasted and grounded cumin seeds, 1 tsp  Black pepper powder, 1/2 tsp  Garam masala powder, 2 tsp  Garlic ginger paste, 3  Bread slices, 2 tbsp  Yogurt, 1 tbsp  Lemon juice/vinegar, For coating:, 1  Large egg, Panko bread crumbs, Oil (for frying)",https://i.ndtvimg.com/i/2015-08/chicken-nuggets_625x350_41440744823.jpg
The Ultimate Sponge Cake Recipe,50 mins,20 mins,30 mins,2.0,Easy,"120 gms  All Purpose Flour, 120 gms  Castor Sugar, 40 gms  Milk, 30 gms  Oil, /2 tsp  Baking Soda, 1/2 tsp  Baking Powder, 1 tsp  Vanilla Essence, 1 tbsp  White Vinegar, 4  Egg Whites, 4  Egg Yolks, 1 tbsp  Vinegar",https://c.ndtvimg.com/2022-09/fo4811cg_cake_625x300_22_September_22.jpg
Oats Dal Kebab Recipe,25 mins,15 mins,10 mins,4.0,Easy,"1 tsp  Cumin powder, 1 1/2 tsp  Red chilli powder, 1/2 tsp  Cumin seeds, 1 1/2 tbsp  Cornflour, 1 cup  Moong dal, 3/4 cup  Rolled oats, 1/2 cup  Grated carrot, 1 tsp  Ginger-garlic paste, 1-2  Green chillies, chopped, to taste Salt, Breadcrumbs (for binding), Oil (as required), Water (as required)",https://c.ndtvimg.com/2022-09/jd4f1ll8_kebab_625x300_21_September_22.png
Corn And Cheese Puffs Recipe,20 mins,10 mins,10 mins,4.0,Easy,"1 cup  All purpose flour, 1 cup  Corn, 2 tbsp  Mayonnaise, 1/2 cup  Cheese, 1 tsp  Salt, 1 tsp  Pepper, 1 tsp  Red chilli powder",https://c.ndtvimg.com/2022-09/6n2kmbj8_puff_625x300_20_September_22.jpg
Apple Butter Recipe,35 mins,05 mins,30 mins,2.0,Easy,"2-3 tbsp  Caramel Flavoured Syrup, 1 cup  Water, 1/2 tsp  Nutmeg Powder, 1 tsp  Cinnamon Powder, 4-5  Apples (peeled and chopped into cubes)",https://c.ndtvimg.com/2022-09/a0ckmeag_butter_625x300_15_September_22.jpg
Peri Peri Cheesy Toast Recipe,15 mins,10 mins,05 mins,2.0,Easy,"Whole wheat loaf, Peri peri crackers, Cheese slice, to taste Oregano, to taste Chilli flakes, Pizza sauce",https://c.ndtvimg.com/2022-09/1fk1qiug_toast_625x300_12_September_22.jpg
Cupcake Without Oven Recipe,55 mins,25 mins,30 mins,2.0,Easy,"For butter cream frosting:, 1/2 cup  Butter, room temperature, 1 tsp  Vanilla essence, 2 cups  Powdered sugar, For cupcake:, 1 cup  Milk, 1/2 cup  Oil, 1 tsp  Vinegar, 1 tsp  Vanilla extract, 3/4 cup  Sugar, 1 1/4 cup  Maida, 1/2 cup  Cocoa powder, 1/2 tsp  Baking powder, 1/4 tsp  Baking soda, 1/4 tsp  Salt",https://i.ndtvimg.com/i/2017-12/peanut-butter-or-chocolate-cupcake_620x330_61513340270.jpg
Korean Egg Roll Recipe,15 mins,05 mins,10 mins,2.0,Easy,"4  Eggs, 1 tsp  Pepper, 1 tsp  Salt, 1  Spring Onion, 1  Carrot",https://c.ndtvimg.com/2022-09/e5rljvi_egg-roll_625x300_06_September_22.jpg
Blueberry Coconut Smoothie Recipe,10 mins,05 mins,05 mins,1.0,Easy,"A handful of  Blueberries, Frozen banana, 1/2 cup  Yogurt, Chopped walnuts, Light coconut milk, Raw honey",https://c.ndtvimg.com/2022-09/q2c1kiko_smoothie_625x300_05_September_22.jpg
Coconut Popsicles Recipe,25 mins,10 mins,15 mins,4.0,Easy,"400 gms  Full fat coconut milk, 1 cup  Grated coconut flakes, 400 gms  Condensed milk, 1 cup  Heavy cream",https://c.ndtvimg.com/2022-09/oejs38og_popsicle_625x300_02_September_22.jpeg
Banana Coffee Cake Recipe,40 mins,15 mins,25 mins,2.0,Easy,"1/2 cup  Butter or margarine, 1 cup  White sugar, 2  Eggs, 2  Ripe bananas, mashed, 1 1/4 cup  All purpose flour, 3/4 tsp  Baking soda, 1/2 tsp  Salt, 1 tbsp  Coffee, 250 ml  Hot water",https://c.ndtvimg.com/2022-09/vq0dmh4_banana-cake_625x300_01_September_22.png
Roti Pizza Recipe,20 mins,10 mins,10 mins,2.0,Easy,"2  Rotis, 100 gm  Grated cheese, 250 gm  Corn, 1/2 cup  Tomato sauce, 1  Capsicum, chopped, 250 gm  Mushroom, chopped, 1  Small onion, chopped, 2 tsp  Oregano, 1 tsp  Chilli flakes, to taste Salt, 1 tsp  Pepper",https://c.ndtvimg.com/2022-07/tsbkmmf_pizza_625x300_19_July_22.jpg
Banana Cake Recipe,40 mins,10 mins,30 mins,2.0,Easy,"210 gm  Butter, 240 gm  Brown Sugar, 150 gm  Overripe bananas, 200 gm  Milk, 300 gm  All Purpose Flour, 100 gm  Almond Flour, 3  Eggs, 10 gm  Baking Powder, 2 gm  Cinnamon Powder",https://c.ndtvimg.com/2022-08/8g34kag8_banana-cake_625x300_30_August_22.jpg
Pulled Chicken Ranch Bagelwich Recipe,40 mins,30 mins,10 mins,1.0,Easy,"For herb chicken:, 100 gms  Chicken breast (boneless), 1/4 tsp  Garlic (peeled, chopped), 1/4 tsp  Salt, 1/4 tsp  Black pepper (crushed), 1/4 tsp  Oregano, 1 tbsp  Refined oil, 1/4 tsp  Dry thyme, 1 tsp  Lemon juice, 1/2 tsp  Parsley leaves (chopped), 1/4 tsp  Dijon mustard, 1/4 tsp  Chilli flakes, For ranch:, 15 gm  Onion, 2 gm  Garlic, 2 gm  Parsley, 1 gm  Salt, 0.5 gm  Pepper, 1 gm  Lime Juice, 150 gm  Mayonnaise, 250 gm  Curd, 2.5 gm  Jalapeno, For assembly:, 2 gm  Lettuce lollo rosso, 2 gm  Lettuce green, 2 gm  Sliced tomatoes, 2 gm  Sliced onions, 60 gm  Pulled chicken and ranch mixture, 1   Cheddar cheese slice, 4  Jalapeno slices, For spread:, 15 gm  Jalapeno ranch",https://c.ndtvimg.com/2022-08/ca4n04d8_bagel_625x300_26_August_22.jpg
Roast Chicken Bagelwich Recipe,40 mins,30 mins,10 mins,1.0,Easy,"For herb chicken:, 100 gms  Chicken breast (boneless), 1/4 tsp  Garlic (peeled, chopped), 1/4 tsp  Salt, 1/4 tsp  Black pepper (crushed), 1/4 tsp  Oregano, 1 tbsp  Refined oil, 1/4 tsp  Dry thyme, 1 tsp  Lemon juice, 1/2 tsp  Parsley leaves (chopped), 1/4 tsp  Dijon mustard, 1/4 tsp  Chilli flakes, For Hawaiian slaw:, 5 gm  Cabbage red julienne, 10 gm  Cabbage julienne, 5 gm  Carrot julienne, 5 gm  Capsicum green julienne, 15 gm  Mayonnaise, 1 gm  Salt, 1 gm  Black pepper (crushed), 10 gm  Pineapple julienne, For assembly:, 2 gm  Lettuce lollo rosso, 2 gm  Lettuce green, 2 gm  Tomatoes (sliced), 2 gm  Onions (sliced), 60 gm  Pulled roast chicken and Hawaiian slaw mixture, 1  Cheddar cheese slice, For spread:, 15 gm  Aioli, For aioli:, 100 gm  Mayonnaise, 2 gm  Garlic (chopped), 1 gm  Black peppercorns (crushed), 1 ml  Lemon juice, 0.5 gm  Salt",https://c.ndtvimg.com/2022-08/ift4pdh8_bagel_625x300_25_August_22.jpg
