Title,Total Cook Time,Prep Time,Cook Time,Recipe Servings,Difficulty,Ingredients,Image Link
Strawberry Basil Feta Salad Recipe,15 mins,10 mins,05 mins,2,Easy,"2  Cups Strawberries, Basil leaves, Feta cheese, PDO from Greece, 6 cups Mix of baby spinach and arugula, 2-3 tbsp Aceto balsamico di modena, PGI from Italy (balsamic vinegar), 3 tbsp Sugar, A handful of walnuts, 2  tbsp Grain mustard, 2-3  tbsp Honey, 1  tsp Black pepper, Pinch of salt",https://c.ndtvimg.com/2024-02/sgqrnpuo_salad_625x300_13_February_24.jpg
Tandoori Veg Kathi Roll Recipe,1 hr,30 mins,30 mins,2,Easy,"1 Cup Mixed vegetables, chopped, 1/2 cup Plain yoghurt, 1 1/2 tbsp Tandoori masala, 1 tsp Ginger-garlic paste, 1 tbsp Lemon Juice, to taste Salt, 2 tbsp Oil, 4 nos Whole wheat flour parathas, 1 large Onion, sliced, 1 nos Tomato, sliced, 3-4 nos Lettuce leaves, 3 tbsp Hot and Sour sauce",https://c.ndtvimg.com/2024-02/bbvgfbmg_kathi-rolls_625x300_12_February_24.jpg
Quinoa Veggie Burger Recipe,30 mins,20 mins,10 mins,2,Easy,"200 gm  Quinoa, 200 gm  Potato boiled and mashed, 25 gm  Parsley chopped, 20 gm  Cheese cheddar, grated, 10 gm  Ginger, chopped, Salt and black pepper, to taste, 4  Burger buns, 50 gm  Onion, chopped, 250 gm  Fresh bread crumbs, Lettuce leaves, sliced tomato, sliced onion, 100 ml  Oil, 50 gm  Mayonnaise, 10 gm  Cumin powder",https://c.ndtvimg.com/2024-02/6k7q873g_j_625x300_11_February_24.jpg
Apple And Nuttie Ice Cream Sandwich Recipe,20 mins,10 mins,10 mins,4,Easy,"10 nos  Vanilla/plain biscuits (pre-made), 1 bottle  Fudge spread (readymade), 2 nos  Apple, 50 gm  Caramel cream, 300 gm  Vanilla ice cream, Peanuts, or any other kind of nuts, crushed candy or crushed cookies",https://c.ndtvimg.com/2024-02/0gsj4nco_j_625x300_11_February_24.jpg
Choco Cookie Ice Cream Sandwich Recipe,1 hr 15 mins,1 hr,15 mins,4,Easy,"10 Nos Chocolate cookies (pre-made), 3 scoops  Vanilla ice cream, 50  gram Red cherry, 1 medium cup (optional)  Red cherry syrup (readymade)",https://c.ndtvimg.com/2024-02/c93uo8u8_s_625x300_11_February_24.jpg
Zesty Caramel Recipe,04 mins,02 mins,02 mins,1,Easy,"60 ml vodka, 20 ml lemon juice, 10 ml simple syrup, 20 ml caramel syrup, Scoop of ice",https://c.ndtvimg.com/2024-02/1o4a5gm8_cocktail_625x300_09_February_24.jpg
Mini Lasagna Cups Recipe,1 hr,30 mins,30 mins,2,Easy,"10 Nos Lasagna noodles, 1 cup Tomato sauce, 1 cup Paneer, grated, 1 cup Mozzarella Cheese, shredded, 1 cup Mixed vegetables, finely chopped, 1 nos Medium onion, finely chopped, 2 nos Garlic cloves, sliced, 2 tbsp Dry herbs, to taste Salt, to taste Pepper, 4 tbsp Oil",https://c.ndtvimg.com/2024-02/8rp9itng_mini-lasagna_625x300_08_February_24.jpg
Keto Gobhi Pepper Fry Recipe,40 mins,10 mins,30 mins,2,Easy,"1  Cauliflower, large, 1  Bell Pepper, sliced, 1  Onion, sliced, 2 tbsp Ginger-garlic paste, 1 tbsp Black pepper powder, 1/2 tsp Turmeric powder, 1 tbsp Red chilli powder, to taste Salt, 2 tbsp Oil",https://c.ndtvimg.com/2024-01/qfghq84o_gobhi-sabzi_625x300_25_January_24.jpg
Chicken Keema Matar Recipe,40 mins,20 mins,20 mins,2,Easy,"1 kg minced chicken, 1 1/2 cup green peas (frozen or thawed), 4 black cardamom, 2 bay leaves, 1/2 teaspoon black pepper, 1/2 teaspoon cumin seeds, 2 tablespoons ginger-garlic paste, 1 1/2 cup onions, finely chopped, 2 cups tomatoes, chopped, 1/2 cup yogurt, 1 teaspoon Kashmiri red chilli powder, 1 teaspoon coriander powder, 1 teaspoon garam masala, 2 tablespoon kasoori methi, 2 tablespoons meat masala, Ghee/oil (as per preference), Salt (as per taste preference)",https://c.ndtvimg.com/2024-01/b9u5lg9g_keema_625x300_22_January_24.jpg
Hyderabadi Pasinday Recipe,35 mins,15 mins,20 mins,2,Easy,"1/2 kg mutton, 4 tablespoons raw papaya paste, 2 tablespoons ginger-garlic paste, 2 onions, sliced, 1 cup yogurt, 4 tablespoons chironji seeds, 7-8 almonds, soaked, 7-8 cashews, soaked, 2 tablespoon mint leaves, chopped, 2 tablespoon coconut, grated, Oil (as per requirement), 3 green chillies, slit, Salt (as per taste levels), 1/2 teaspoon turmeric powder, 1 tablespoon red chilli powder, 1 tablespoon garam masala powder, 1 tablespoon lemon juice, Salt (as per taste), Water (as required)",https://c.ndtvimg.com/2023-12/efrl2jm8_chicken-curry_625x300_24_December_23.jpg
Air Fryer Cheesy Malai Broccoli Recipe,30 mins,15 mins,15 mins,2,Easy,"1 head broccoli (two small or 1 medium-sized), 1 cup malai (fresh cream), 1/2 cup grated cheese, 1 tablespoon ginger-garlic paste, 1 teaspoon black pepper, 1 tablespoon garam masala powder, 1/2 teaspoon red chilli powder, Salt (as per taste levels), 2 tablespoons lemon juice, Oil/Ghee/Butter, 1/4 cup spring onion, chopped (optional for garnish), Dry herbs (for garnish)",https://c.ndtvimg.com/2024-01/2910a3eo_cheesy-broccoli_625x300_23_January_24.jpg
Lehsuni Palak Recipe,20 mins,10 mins,10 mins,4,Easy,"1 large bowl of spinach, blanched and chopped, 1 tbsp ghee, 1/4 tsp cumin seeds, 2 tbsp chopped garlic, 1 small chopped onion, 1 tsp chopped green chilli, 2 whole dry red chillies, 1/4 tsp turmeric powder, 1/4 tsp chilli powder, Salt, to taste, Tadka, for garnish, 1 tbsp pure ghee, 1/2 tsp cumin seeds, 1 tsp sliced garlic, 1 whole dry red chilli, Sliced tomato",https://c.ndtvimg.com/2024-01/2htc51oo_palak_625x300_19_January_24.jpg
Jaisalmeri Malai Ghewar Recipe,1 hr 35 mins,20 mins,1 hr 15 mins,4,Easy,"For ghevar:, 250 gm flour, 1 tbsp gram flour, 60 gm pure ghee, 60 ml milk, 10-12 ice cubes, Chilled water, Ghee, for frying, For sugar syrup:, 250 gm sugar, 1/4 cup water, Pinch of saffron, 1 tsp lemon juice, For malai:, 1000 ml full fat milk, 3 tbsp sugar, 1 tsp cardamom powder, Few strands of saffron, For garnish:, 8-10 sliced pistachios, 8-10 sliced almonds, Silver vark, Saffron, for garnish",https://c.ndtvimg.com/2023-09/mv2sq0fg_ghevar_625x300_05_September_23.jpg
Sweet Pongal Recipe,25 mins,10 mins,15 mins,2,Easy,"100 gms raw rice, 50 gms grated jaggery, 25 gms yellow moong dal, 2 gms cardamom powder, 5 gms broken cashew nuts, 3 gms raisins, 10 gms ghee, 10 gms grated coconut, 300 ml water, for boiling",https://c.ndtvimg.com/2024-01/3fbd04b8_pongal_625x300_17_January_24.jpg
Murgh Zaffrani Shorba Recipe,1 hr 30 mins,10 mins,1 hr 20 mins,2,Easy,"500 gms chicken bones, 50 ml tomato puree, 50 gms coriander roots, 5 gms cinnamon sticks, 5 gms black cardamom, 5 gms green cardamom, 20 gms green chillies, 10 gms dry red chillies, 10 gms coriander leaves, 5 gms bay leaf, 10 gms black pepper, 25 gms ginger, 2 gms cloves, 5 gms mint, 80 gms mint, 50 ml ghee, 5 gms saffron, 50 gms garlic, 25 gms salt",https://c.ndtvimg.com/2024-01/jmrvq958_shorba_625x300_17_January_24.jpg
Ragi Soup Recipe,20 mins,10 mins,10 mins,2,Easy,"1 cup ragi flour (finger millet), 1 onion, finely chopped, ½ cup carrots, finely diced, ½ cup spinach, chopped, ½ cup beans, finely chopped, ½ cup peas, ½ grated cabbage, ½ cup sweet corn, 1-inch ginger, grated, 2 cloves garlic, minced, 4 cups water, 2 tablespoons lemon juice, Oil/ghee, Salt (as per taste levels), Crushed black pepper (as per taste levels), Coriander leaves, chopped (for garnish)",https://c.ndtvimg.com/2024-01/ktc63n28_ragi-soup_625x300_16_January_24.jpg
Maharashtrian Peeth Perun Bhaji Recipe,20 mins,10 mins,10 mins,2,Easy,"3 green capsicum, finely chopped, 4 tablespoons besan (gram flour), 2 teaspoons mustard seeds, 1 teaspoon haldi (turmeric powder), A pinch of hing, 1 teaspoon red chilli powder, 1 ½ teaspoon sugar, Salt (as per taste levels), Oil/ghee, Water (as per need), Coriander leaves (optional)",https://c.ndtvimg.com/2024-01/h3ojj3c_sabzi_625x300_16_January_24.jpg
Cashew Egg Curry Recipe,30 mins,15 mins,15 mins,2,Easy,"4 large eggs, 1 cup cashews, soaked, 3 medium onions, finely chopped, 3 tomatoes, chopped, ½ cup whisked yoghurt, ½ cup cream, 2 tablespoons ginger-garlic paste, 1 ½ teaspoon cumin seeds, 1 teaspoon coriander powder, ½ teaspoon turmeric powder, 1 teaspoon red chilli powder (or as per taste levels), 1 teaspoon garam masala, Salt (as per taste levels), Oil or ghee, Coriander leaves, chopped (for garnish), Ginger slivers (for garnish)",https://c.ndtvimg.com/2023-03/8md0fv9o_egg-curry_625x300_15_March_23.jpg
Homemade Oregano Recipe,15 mins,10 mins,05 mins,2,Easy,"4 tbsp dried oregano, 1 1/2 tsp garlic powder, 1 tsp red chilli powder, 1 tsp black pepper powder, 1 tsp onion powder, Salt, to taste",https://c.ndtvimg.com/2024-01/52h169fo_oregano_625x300_13_January_24.jpg
Makara Chaula Recipe,3 hrs 10 mins,3 hrs,10 mins,2,Easy,"1 cup raw rice, 1 cup grated coconut, 1/2 cup sugar/jaggery, 1/4 cup khoya, 2 ripe bananas, 1/2 tsp black pepper, Chopped fruits (apples, oranges, pomegranates, grapes, etc.), 1 cup chenna, 1/2 teaspoon cardamom powder, Salt, Chopped nuts (for garnish)",https://c.ndtvimg.com/2024-01/a2b0jpfg_oats_625x300_12_January_24.jpg
Ganne Ke Rass Ki Kheer Recipe,20 mins,10 mins,10 mins,4,Easy,"1 litre sugarcane juice, 2-3 tbsp milk, 1/2 cup roasted peanuts, 1/2 cup dried cranberries, 150 gms soaked rice (15 mins)",https://c.ndtvimg.com/2024-01/0dg5f2eo_kheer_625x300_12_January_24.jpg
Amla Dal Recipe,50 mins,30 mins,20 mins,2,Easy,"¾ cup Toor Dal, 3 washed Amlas (Indian gooseberries), 1 onion, finely chopped, 3 green chillies, 1 teaspoon turmeric, 2 cups water, Salt (as per taste), For tempering:, 2 amlas, finely chopped, 1 teaspoon mustard seeds, 1 teaspoon cumin seeds, 1 tablespoon red chilli powder, 2 cloves of garlic, 2 dry red chillies, ¼ teaspoon of hing, 6-7 curry leaves, Oil (as per need)",https://c.ndtvimg.com/2024-01/a0hficv_dal_625x300_09_January_24.jpg
Chicken Keema Thukpa Recipe,20 mins,10 mins,10 mins,1,Easy,"10ml oil, 20gm chopped onion, 10gm chopped garlic, 10gm chopped ginger, 15gm maida (all-purpose flour), 15gm spring onion, 20gm cabbage, shredded, 15gm carrot, julienned, 20gm green peas, 30gm Bok Choy, chopped, Salt to taste, 10ml vinegar, Soya sauce, to taste, Chicken keema (minced chicken)",https://c.ndtvimg.com/2024-01/0quscks_chicken-thukpa_625x300_08_January_24.jpg
Shepu Dal Recipe,40 mins,20 mins,20 mins,4,Easy,"2 cup toor dal, 3 cups of shepu, finely chopped, 2 medium-sized onions, finely chopped, 2 medium-sized tomatoes, finely chopped, 1 ½ teaspoon of ginger-garlic paste, 2 green chillies, chopped, 1 teaspoon turmeric powder, 1 teaspoon cumin seeds, 1 teaspoon mustard seeds, Hing, Red chilli powder (as per taste levels), 1 teaspoon of coriander powder, 1 teaspoon of garam masala powder, Salt (as per taste levels), Ghee (as per requirement)",https://c.ndtvimg.com/2023-05/9lf4vie_dhuli-masoor-dal_625x300_23_May_23.jpg
Spinach Corn Chilla Recipe,20 mins,10 mins,10 mins,2,Easy,"1 cup Spinach, chopped, 1 cup corn kernels (thawed if frozen), 1 cup gram flour (besan), ½ cup onions, finely chopped, ¼ cup bell peppers, finely chopped, 2 green chillies, finely chopped, ½ teaspoon turmeric powder, ½ teaspoon cumin powder, 1 teaspoon ginger-garlic paste, ¼ teaspoon black pepper, Water (as per need), Salt (as per taste levels), Oil (as per need)",https://c.ndtvimg.com/2022-12/84klo41g_methi-cheela_625x300_07_December_22.jpg
Motichoor Rabdi Petit Entremet Recipe,20 mins,10 mins,10 mins,1,Easy,"For rabdi mousse:, 250 gms milk, 20 gms custard powder, 1 tsp sugar, 150 gms whipped cream, 400 gms rabdi, 20 gms sliced pista, 20 gms sliced almonds, 400 gms white couverture chocolat, 150 gms cocoa butter, 4 drops yellow colour, Sliced pistachios to sprinkle",https://c.ndtvimg.com/2024-01/4uca015_mousse_625x300_04_January_24.jpg
Lasooni Dahi Tadka Recipe,15 mins,10 mins,05 mins,4,Easy,"3 cups thick yoghurt, whisked, 1 medium onion, finely chopped, 2 tablespoon mustard oil, 2 teaspoons mustard seeds, 2 teaspoons cumin seeds, 10-12 garlic pods, finely chopped, 2 green chilis, slit from between (as per taste levels), Hing, Dry herbs, 1 teaspoon turmeric powder, ½ tablespoon sugar, Salt (as per taste levels), Chopped coriander leaves (for garnish), Slivered ginger",https://c.ndtvimg.com/2024-01/01200pm_dahi-tadka_625x300_04_January_24.jpg
Gongura Chicken Curry Recipe,25 mins,10 mins,15 mins,4,Easy,"400 g chicken curry, 1 chopped onion, 2-3 green chillies, 1 tsp red chilli powder, 1 tsp coriander powder, 1 tsp jeera, 1/4 tsp haldi, 80 g gongura leaves, 2 tbsp coriander leaves, 2 tbsp oil, 1 tbsp ginger-garlic paste, Salt, to taste",https://c.ndtvimg.com/2023-12/efrl2jm8_chicken-curry_625x300_24_December_23.jpg
Shaljam Gosht Recipe,30 mins,15 mins,15 mins,4,Easy,"For mutton:, 1 kg mutton, 2 tablespoon ghee (clarified butter), 2 dalchini sticks (cinnamon), 2 tez patta (bay leaves), 2 large onions or 4 medium onions, 1/2 cup dhaniya (coriander), 1 teaspoon haldi powder (turmeric), 2 tablespoons red chilli powder, 2 tablespoons coriander powder, 1 1/2 teaspoons of ginger-garlic paste, 2 cups whisked curd, Salt (as per taste levels), Water (as per requirement), For preparing shaljam gosht:, 2 tablespoons of ghee, 5 shaljams (turnips), 1 teaspoon of jeera (cumin seeds), 2 tablespoons of chopped ginger, 4 green chilies, 3 elaichis (black cardamom), 2 tablespoons of butter, Salt (as per taste levels)",https://c.ndtvimg.com/2023-01/96m9juf_mutton-curry_625x300_21_January_23.jpg
Fried Chicken Ice-Cream Recipe,4 hrs 10 mins,10 mins,4 hrs,1,Easy,"3-4 scoops vanilla ice-cream, 1 chocolate bar, 1 cup cornflakes",https://c.ndtvimg.com/2023-12/nquikgd_chicken_625x300_22_December_23.jpg
Tomato Pachadi Recipe,20 mins,10 mins,10 mins,4,Easy,"4 tomatoes (medium-sized), 5-6 dried chilies, 2 tablespoons chana dal (chickpea lentils), 2 tablespoons urad dal (black lentils), 1 teaspoon Sarson seeds (mustard seeds), 1 teaspoon salt, 1 teaspoon jeera (cumin), 16 methi seeds (fenugreek seeds), 1 teaspoon hing (asafoetida), 20 curry leaves, 1 teaspoon Imli juice (tamarind), 1/2 teaspoon haldi (turmeric), 3-4 cloves garlic, 2-3 tablespoons of water",https://c.ndtvimg.com/2023-03/ig25vaqo_chutney_625x300_27_March_23.jpg
Rajasthani Moong Dal Paratha Recipe,40 mins,30 mins,10 mins,4,Easy,"1 cup atta, 1/2  cup moong dhuli dal, 1 green chilli, chopped, 1/2 tsp jeera, A pinch of hing, 1/2 tsp haldi, 1/4 tsp fennel seeds, 1/4 tsp nigella seeds, 1/2 tsp garam masala, 1 tsp red chilli powder, Coriander leaves, as required, Oil/ghee, as required, Salt, to taste",https://c.ndtvimg.com/2023-12/c4ijm5fo_paratha_625x300_19_December_23.jpg
Sadeko Aloo Recipe,10 mins,05 mins,05 mins,4,Easy,"4 boiled potatoes, peeled and cut into cubes, 1 medium onion, cut into fine cubes, 1 large tomato, cut into fine cubes, 2 tbsp chopped spring onion, 1 tsp minced garlic, 1 tsp ginger paste, 2 tsp green chilli, 1 tsp black pepper, 1 tbsp roasted jeera powder, Lemon juice, as per your palate, 2-3 tbsp mustard oil, 1/2 tsp methi seeds, 2 green chillies, slited, 1 tsp coriander leaves, chopped",https://c.ndtvimg.com/2023-09/asavi2jg_aloo-sabzi_625x300_14_September_23.jpg
Pudina Aloo Curry Recipe,40 mins,15 mins,25 mins,4,Easy,"4 medium potatoes, cubed, 1 cup fresh mint leaves, chopped, 1 large onion, finely chopped, 2 tomatoes, pureed, 2-3 green chilies, chopped, 1 tsp ginger-garlic paste, 1 tsp cumin seeds, 1 tsp mustard seeds, 1 tsp turmeric powder, Red chilli powder to taste, 1 tsp garam masala, 1/2 teaspoon coriander powder, Salt to taste",https://c.ndtvimg.com/2023-08/p9snq0fo_aloo_625x300_19_August_23.jpg
Rajasthani Pitod Ki Sabzi Recipe,30 mins,15 mins,15 mins,2,Easy,"For pitod:, 1 cup besan, 1/2 tsp haldi, 1/2 tsp red chilli powder, 1/2 tsp cumin seeds, 1/2 tsp ajwain, 1 tbsp oil, A pinch of hing, Salt to taste, Water, for mixing, For gravy:, 2 onions, chopped, 2 tomatoes, pureed, 1 tsp red chilli powder, 1/2 tsp haldi, 1 tsp ginger-garlic paste, 1/2 tsp cumin seeds, 1/2 tsp mustard seeds, 1 tsp coriander powder, 1 tsp kasuri methi, 2-3 tbsp ghee, 1/4 tsp hing, Water, as required, Salt, to taste, Coriander leaves, for garnish",https://c.ndtvimg.com/2023-08/v135o2co_gatte-ki-sabzi_625x300_01_August_23.jpg
Ratalu Puri Recipe,20 mins,10 mins,10 mins,2,Easy,"200 gms purple yum sliced, 1 cup besan, 1 tbsp red chilli powder, 1/2 tbsp turmeric powder, 1/2 tbsp coriander powder, 1 pinch asafoetida, Salt, to taste, Water, as required, Oil, for frying, 1 tbsp dry coriander seeds, 1 tbsp black pepper",https://c.ndtvimg.com/2023-07/umr8v43g_puri_625x300_17_July_23.jpg
Tava Chana Recipe,20 mins,10 mins,10 mins,4,Easy,"2 cup boiled kabuli chana, 2-3 tbsp oil, 1-2 onion, finely chopped, 1 tbsp ginger-garlic paste, 3-4 green chillies, chopped, 1 tomato, chopped, 1/2 tsp turmeric powder, 1 tsp Kashmiri red chilli powder, 1 whole red chilli, 1 tsp cumin, 1 tsp coriander seeds, 1 tsp amchoor powder, 1-2 tsp tandoori masala, 1 tsp garam masala, Salt to taste, Kasuri methi or coriander leaves, for garnish",https://c.ndtvimg.com/2023-07/0dude43g_chana_625x300_14_July_23.jpg
पनीर कॉर्न सैंडविच रेसिपी (Paneer Corn Sandwich   Recipe),25 मिनट,10 मिनट,15 मिनट,1,आसान,"100 gms पनीर, कद्दूकस, 50 ग्राम कॉर्न्स, 1 टेबल स्पून प्याज, टुकड़ों में कटा हुआ, स्वादानुसार नमक, स्वादानुसार रेड चिली फलेक्स, 1 टेबल स्पून टोमैटो सॉस, स्वादानुसार ओरिगैनो, धनिए के पत्ते",https://c.ndtvimg.com/2021-06/15qa7ec8_corn-sandwich_625x300_01_June_21.jpg
अर्सा रेसिपी (Arsa  Recipe),8 घंटे 20 मिनट,8 घंटे,20 मिनट,15,आसान,"400 gms चावल, 300 gms चीनी, 600 ml (मिली.) सरसों का तेल, पानी (आवश्यकतानुसार)",https://c.ndtvimg.com/2020-08/p83s5au_arsa_625x300_26_August_20.jpg
केला नारियल इडली रेसिपी (Banana Coconut Idli  Recipe),45 मिनट,15 मिनट,30 मिनट,4,आसान,"केले की इडली के लिए:, 1 कप इडली बैटर, 4 टेबल स्पून गुड़ पाउडर, एक चुटकी नमक, एक चुटकी इलायची पाउडर, 1/2  पका हुआ केला, टुकड़ों में कटा हुआ, नारियल गुड़ मलाई के लिए:, 1 कप नारियल का दूध, 2 टेबल स्पून गुड़ पाउडर",https://c.ndtvimg.com/2020-07/vs59vi2o_idli_625x300_20_July_20.jpg
मैंगो और ब्लूबेरी मफिन रेसिपी (Mango and Blueberry Muffins  Recipe),1 घंटा 30 मिनट,1 घंटा,30 मिनट,2,मीडियम,"200 gms मैदा, 60 gms चीनी, 60 gms ब्राउन शुगर, 15 gms नमक, 5 ग्राम बेकिंग पाउडर, 1  अंडा, 5 ml (मिली.) वनस्पति तेल, 20 ml (मिली.) छाछ, 3 ml (मिली.) वनीला एसेंस, 225 gms अल्फांसो आम, 225 gms ब्लूबेरी",https://c.ndtvimg.com/2020-06/574sqhoo_muffin_625x300_29_June_20.jpg
ओट्स मैंगो स्मूदी रेसिपी (Oats Mango Smoothie  Recipe),2 घंटे 05 मिनट,05 मिनट,2 घंटे,2,आसान,"2  अल्फांसो आम, 15 gms ओट्स, 110 ml (मिली.) दूध, 30 gms चीनी या शहद, 160 ml (मिली.) दही, 5  बादाम",https://c.ndtvimg.com/2020-06/racvq5t_smoothie_625x300_29_June_20.jpg
लीची अदरक कूलर रेसिपी (Litchi Ginger Cooler  Recipe),1 घंटा 05 मिनट,1 घंटा 05 मिनट,2,N/A,N/A,"8  ताजा लीची, छिला हुआ, 3  ताजा अदरक स्लाइस, 4 टी स्पून ताजा थाई तुलसी के पत्ते, 4 टी स्पून ताजा थाई तुलसी के पत्ते, कटा हुआ, टुकड़ों में कटा हुआ, 50 ml (मिली.) गुड़ सिरप, 500 ml (मिली.) कोल्ड ड्रिंकिंग वाटर, 3  आइस क्यूब",https://c.ndtvimg.com/2020-06/1bbthdq8_litchi_625x300_29_June_20.jpg
क्लास‍िक तिरामिसू रेसिपी (Classic Tiramisu  Recipe),3 घंटे,2 घंटे 15 मिनट,45 मिनट,2,मीडियम,"1.5 kg मसकारपोन चीज़, 1 लीटर फ्रेंच क्रीम, 12  अंडे की जर्दी सुनहरी, 300 gms चीनी, 12  अंडे का सफेद भाग, 185 ml (मिली.) कहलुआ लिक्योर, 20  लेडीफ़िंगर कुकीज़",https://c.ndtvimg.com/2020-06/uv7sio9_tiramisu_625x300_15_June_20.jpg
क्रेनबेरी बूस्टर रेसिपी (Cranberry booster   Recipe),20 मिनट,10 मिनट,10 मिनट,2,आसान,"4  संतरे के टुकड़े, 2  बैजल लीब्ज़, 15 ml (मिली.) नींबू का रस, 10 ml (मिली.) आड़ू की प्यूरी, 5 ml (मिली.) अदरक का जूस, 10 ml (मिली.) संतरे का जूस, क्रेनेबेरी जूस, हाईबॉल  गिलासवेयर",https://c.ndtvimg.com/2019-08/77l05bp_beverage_625x300_21_August_19.jpg
बिकॉज लेडीज लव इट रेसिपी (Because ladies love it   Recipe),20 मिनट,10 मिनट,10 मिनट,2,आसान,"4  संतरे के स्लाइस, 2  काफिर लीव्ज़, 10 ml (मिली.) संतरे का जूस, 15 ml (मिली.) नींबू का रस, 5 ml (मिली.) अदरक का जूस, 10 ml (मिली.) संतरे का जूस, क्रेनबेरी, वाइन गिलास  गिलासवेयर",https://c.ndtvimg.com/2019-08/a7ab9nh_beverage_625x300_21_August_19.jpg
स्पाइस्ड मैंगो मोजितो रेसिपी (Spiced mango mojito   Recipe),15 मिनट,05 मिनट,10 मिनट,2,आसान,"60 ml (मिली.) रम, 20 ml (मिली.) मैंगो प्यूरी, 20 ml (मिली.) होममेंड खजूर प्यूरी, 20 ml (मिली.) नींबू का रस, 30 ml (मिली.) अदरक गुड़ सिरप, 4-5  पुदीने की टहनी, स्प्लैश आॅफ जिंजर एले, पुदीने की टहनी और खजूर, टॉम कॉलिन्स  गिलासवेयर:",https://c.ndtvimg.com/2019-07/muqes09g_mango-mojito-cocktail_625x300_08_July_19.jpg
घी रोस्ट चिकन डोसा केसाडिया रेसिपी (Ghee roast chicken dosa quesadilla   Recipe),1 घंटा 50 मिनट,10 मिनट,1 घंटा 40 मिनट,4,मीडियम,"घी रोस्ट के लिए:, 125 ग्राम सूखी लाल मिर्च, 30 ग्राम साबुत धनिया, 15 ग्राम जीरा, 5 ग्राम मेथी दाना, 5 ग्राम कालीमिर्च, 2  लौंग, 30  लहसुन, 3 ग्राम हल्दी पाउडर, चिकन को मैरीनेट करने के लिए:, 500 ग्राम बोनलेस चिकन, 50 ग्राम दही, 1  नींबू का रस, चिकन पकाने के लिए:, 20 ग्राम इमली का पल्प, (1 इंच)  अदरक, 6  लहसुन की कलियां, 1  प्याज, बारीक कटा हुआ, 1  टमाटर, बारीक कटा हुआ, 40+20 ग्राम घी, 1 टी स्पून लाल मिर्च पाउडर, स्वादानुसार नमक, गुड़ (क्रशड), केसाडिया के लिए:, 400 ग्राम डोसा बैटर (4 डोसे के लिए), 120 ग्राम प्रोसेस्डेड चीज, घी या तेल(क्रिस्पी डोसा बनाने के लिए), हरा धनिया , टुकड़ों में कटा हुआ, कढ़ीपत्ते की डिप बनाने के लिए:, 4 टेबल स्पून कढ़ीपत्ते (डीप फ्राइड), टुकड़ों में कटा हुआ, 100 ml (मिली.) दही, एक चुटकी नमक, स्वादानुसार जीरा पाउडर, एक चुटकी चीनी, लाल मिर्च पाउडर",https://c.ndtvimg.com/2019-06/7obus2ig_ghee-roast-quesadilla-dosa_625x300_11_June_19.jpg
पनीर टिक्का काठी रोल रेसिपी (Paneer tikka kathi roll   Recipe),40 मिनट,10 मिनट,30 मिनट,4,आसान,"2 कप मैदा, 1 टी स्पून दही (आटे में डालने के लिए), (बेलने के लिए)  सूखा आटा, (परांठा तलने के लिए)  घी, (हल्के फेंटे हुए)  अंडे, (फीलिंग के लिए)  पनीर टिक्का, 1/2 कप प्याज, बारीक कटा हुआ, स्वादानुसार हरी मिर्च, बारीक कटा हुआ, 2 टी स्पून नमक, हरी चटनी",https://c.ndtvimg.com/2018-09/j3ahn7m_kathi-roll_625x300_19_September_18.jpg
पाइनएप्पल कॉबलर रेसिपी (Pineapple cobbler   Recipe),20 मिनट,10 मिनट,10 मिनट,2,आसान,"6 pcs पाइनएप्पल के टुकड़े, 15 ml (मिली.) स्ट्रॉबेरी सिरप, 30 ml (मिली.) पाइनएप्पल जूस, 15 ml (मिली.) शुगर सिरप, सोडा, गार्निशिंग के लिए   पाइनएप्पल स्लाइस, पिल्सनर   गिलास",https://c.ndtvimg.com/2019-04/9dsfsgb_drink_625x300_04_April_19.jpg
ग्रिल्ड सुरमई स्टेक रेसिपी (Grilled surmai steak   Recipe),55 मिनट,10 मिनट,45 मिनट,4,मीडियम,"500 gms फिश (एक इंच के टुकड़ों में कटी हुई ), मैरीनेशन के लिए:, 2 टी स्पून अदरक लहसुन का पेस्ट, हरी मिर्च, दिल लीव्ज़, हरा धनिया, 1 टी स्पून हल्दी पाउडर, 1 टी स्पून धनिया पाउडर, 1 टी स्पून जीरा, 1 टी स्पून सौंफ पाउडर, 1 टी स्पून इमली एक्स्ट्रैक्ट, नमक, 1 कप रिफाइंड तेल, बेबी पोटैटो, तड़के के लिए:, 2 टेबल स्पून तेल, 1 टी स्पून कलौंजी, 1 टी स्पून काले सरसों के दाने, 1 टी स्पून जीरा, 1 टी स्पून सौंफ पाउडर, 1 टी स्पून मेथी दाना, 2-3   सूखी लाल मिर्च, काला नमक",https://c.ndtvimg.com/2019-04/ine8tr8_drink_625x300_03_April_19.jpg
